gene	rna_pval	rna_log2fc	protein_pval	protein_log2fc
50	ISG20	0.000891536978864228	-1.23868855862881	0.0166619760264873	-0.717304228134973
51	D2HGDH	0.000914658316567926	1.2212077422001	0.510017885907208	0.186480558018719
52	APH1A	0.000956336617485619	-1.27383678149289	NA	NA
53	TTI2	0.00095742684027558	-1.22810581338169	0.193939785572251	-0.445414166400169
54	STAT2	0.000968334193591449	1.29971144230182	0.768292261583341	-0.0818889786158707
55	C1orf131	0.00103865424801713	-1.22649510239287	0.205557633353634	0.397678972700445
56	COX16	0.00104234015731909	-1.19100539830581	NA	NA
57	EIF4G3	0.00105408451846322	1.20842150814791	0.832221198624027	-0.0587384543141734
58	ALYREF	0.00107124463953687	-1.19877844752773	0.210050966374708	-0.347783486254897
59	NAXE	0.00107736131458536	-1.20767309359045	0.0620459786531597	-0.519687394021455
60	SLC26A11	0.00110344705690007	-1.21360076712815	NA	NA
61	MUC21	0.00110964740309119	1.20693746028174	NA	NA
62	VPS9D1	0.00113551944778531	1.22600537825352	NA	NA
63	ELP3	0.0011416677971283	-1.19625562155256	0.18479119430939	-0.367635984764332
64	KIAA1522	0.00115270397909452	1.23450918684719	0.789259181659884	0.0747079422541775
65	COLGALT1	0.00118048722628554	1.30317007648763	0.743111657480654	0.0911607498537062
66	LDAH	0.00118220293202096	-1.22169263255944	0.481440863992702	-0.199796291676302
67	FOSL2	0.00118765211379539	1.23316928591608	0.0578974362859254	0.64673915553699
68	GNG13	0.00119252957909098	1.1669067732983	NA	NA
69	MRPL9	0.00120042104040042	-1.2099116512776	0.344776405110755	0.267403373935022
70	C1QBP	0.00121000915014793	-1.20651790519175	0.685460712848561	0.113892983431979
71	STAC2	0.00122640213252425	1.21808928568499	NA	NA
72	ATG9A	0.00123819540958795	1.17920069416555	0.371947605704765	0.247820895063496
73	PIK3R4	0.0012662847743766	1.15570770907214	0.00279113482780595	-0.834479851732858
74	PPIL1	0.00127683837626715	-1.16942212357963	0.000119930276937578	-1.11936049760507
75	ILDR2	0.00129491787175653	1.15497693787777	NA	NA
76	NUDT8	0.00129837985940727	-1.16044914953896	0.811098580073962	0.075952323034507
77	FGD2	0.00129937899511455	1.22051857533983	0.615287574794569	0.20142081327068
78	PIGH	0.00132717141224346	-1.2275465271251	NA	NA
79	TRIM68	0.00132811932913942	1.17015861429846	0.489313111989019	0.343825927239095
80	PIGC	0.00133132269741825	-1.22627909154386	NA	NA
81	KRT3	0.00133226205477331	1.19489487273561	0.00789320694519039	0.77228822473399
82	CDCP1	0.00133743536681054	1.23037185589633	0.527741745701594	0.176881292245233
83	TMA7	0.00135328561699124	-1.19478556275761	0.953509700239472	0.0161598705765812
84	OGA	0.00136992868694878	1.15812341226328	0.0704983318086784	0.500131250792196
85	CNNM4	0.00137998655637652	1.15882488176349	0.251019344212438	0.320321441993957
86	RASGRP4	0.00143720698882913	1.24938454041882	NA	NA
87	P2RY12	0.00144577892590327	1.20492927392979	NA	NA
88	ATP1A3	0.00147111203556254	1.20988814298841	0.763460534057556	0.0840237792532329
89	NLRP3	0.00150224877650766	1.20788107027358	NA	NA
90	TGOLN2	0.00152862638073081	1.16249404891711	0.0804112300511434	0.48677528565446
91	CYTH4	0.00152941035908789	1.23018748088749	0.301920222937508	0.354366505162936
92	FABP3	0.00153254818159714	-1.21020462437962	0.142725271443752	0.416606869593827
93	PXDN	0.00154243233649518	1.22109695824913	0.579887820395257	0.156051239193638
94	PODN	0.00156510030841056	1.21806749680272	0.034311722235315	0.631893952182534
95	GPANK1	0.00156769986026198	-1.17799140145081	NA	NA
96	SUPT4H1	0.00156816606547687	-1.17921650094025	0.786255779652237	-0.0773824090865101
97	REL	0.00158305378342043	1.20189648273193	0.613861552399415	-0.14062323867436
98	TBCE	0.00158926111961489	-1.18631399678287	0.53501632944194	-0.171992814786122
99	TSEN54	0.0016109216693903	-1.15147028003772	0.431754645555556	0.255507503024125
100	ACAT1	0.0016148856197487	-1.16352879075056	0.63735327263777	-0.130971113067121
101	DAP	0.00162577253558833	-1.17969335329836	0.407490683948477	0.234893141148603
102	AHDC1	0.00163095521023027	1.14931752497358	0.130887699826388	0.42784489399061
103	PRCP	0.00164717838041944	-1.16287364609295	0.910181626465442	-0.0314279490454992
104	CHRNB3	0.00165006128946366	-1.56839738761711	NA	NA
105	TMEM223	0.00166123783008981	-1.1523377787524	0.300818919415009	-0.304478355586171
106	GPR179	0.00166306096458246	1.1402726891508	NA	NA
107	EEF1E1	0.0016696801581688	-1.17819580659267	0.720268706440255	-0.099443312238956
108	CALHM2	0.00167882931792393	1.14894780116142	0.0703800640936779	0.735800577071882
109	STRN	0.00168329783760848	1.14684985258391	0.724582517221795	0.098328289544727
110	TXLNA	0.00171189640526621	1.18579694357712	0.507190125611987	-0.187329195482195
111	JMJD6	0.0017245958664553	-1.14990551451632	0.0128574107274618	-0.704161123848366
112	CLEC5A	0.00173725134001655	1.21309630806684	0.154900896669014	0.629047570734966
113	TMEM106C	0.00173742325710805	-1.17625407298079	NA	NA
114	WDR11	0.0017520599946408	1.15427394323173	0.239453244027898	0.325700389991801
115	CMAS	0.00177103825868019	1.14964258683394	0.992485647555453	-0.00260491091059726
116	REST	0.0017749388279634	1.15842721221294	0.394819673575036	0.274366650805435
117	SSPO	0.00181835146496853	1.14535018161321	NA	NA
118	CDK4	0.00182844141043983	-1.16657666463398	0.212355102262991	-0.346760381536381
119	TMTC1	0.00187369784240346	1.13735196140309	0.349771634066396	0.578176947556635
120	SRSF3	0.00190300543568134	-1.17327140785024	0.221065751877768	-0.343018362448409
121	MED19	0.00190944876967314	-1.17972683828376	0.483575077915697	-0.217905281065317
122	C7ORF52	0.0019683085085563	1.10983688558098	NA	NA
123	CASP14	0.0020021166191516	1.24380223833411	NA	NA
124	PABPC3	0.00201205899233055	1.1405122487684	NA	NA
125	SLFN5	0.00204184971763771	1.17085733812604	0.0824700213585371	0.495853939049037
126	MRPL2	0.00204641070889583	-1.14478001804669	0.569932027186423	-0.163966505690581
127	EIF2B2	0.00206492244133226	-1.10954990160259	0.23931467205751	-0.324960291634659
128	CSF3R	0.00208518982772205	1.17316409499456	NA	NA
129	CD300A	0.00210700066948536	1.20316111940331	0.956360968867079	0.0190420110376
130	SUFU	0.00212263646255913	1.10082129694767	0.708771525331304	0.158187557118578
131	NDUFB1	0.00215780564312157	-1.1149051576085	0.149549082465531	-0.422637049209786
132	ASPSCR1	0.00218834731522558	-1.13473774386363	0.214288401810391	-0.345310209643639
133	HAPLN2	0.00219015982286264	1.1209656977346	NA	NA
134	AASDHPPT	0.00221157559336396	-1.15903910730418	0.0482379025617739	-0.551510695577808
135	ATN1	0.00222192379473833	1.13359975874409	0.615819858992441	0.218925664871238
136	USF1	0.00232253638002184	-1.09913300993684	0.429254771595267	-0.229614590550398
137	TANC1	0.00236975564575609	1.14003346422089	0.710787257830118	0.103177731980753
138	PIK3CG	0.00244125419642021	1.17338006038599	NA	NA
139	SEMG2	0.00244635986052864	1.63342133369001	NA	NA
140	NOL4L	0.00245844195137657	1.093519246808	0.416291451273914	-0.269264486880534
141	NDUFA2	0.00250864476713068	-1.12488420091772	0.164814511222779	0.393561833379448
142	ODC1	0.00252477513876437	-1.12460808829394	NA	NA
143	COA6	0.00253161510156358	-1.08715083211559	0.51127350529714	0.186931563901824
144	NUBP2	0.00255306737207545	-1.13593374998896	0.477995841454895	-0.200460420122409
145	ZC3H7A	0.0025564920478879	1.10461983084917	0.828973713751738	-0.0599877656888636
146	TIAM1	0.00256499915974436	1.11356997465284	0.0337160092161504	0.895683278384183
147	FAM151A	0.00258305591508615	1.12913548362076	NA	NA
148	UBE2G2	0.00259732806663924	1.10616556749371	0.28056293758248	0.303178185741945
149	KRT75	0.0026168308062367	1.14118047809984	0.0621334686671331	0.517651493016192
150	CACYBP	0.00262296194405036	-1.10082355903014	0.00251057940614092	-0.846930927940973
151	TFAP2B	0.0026580104544737	-1.63494653559006	NA	NA
152	SIGLEC10	0.00266191329732641	1.16431688852564	NA	NA
153	ADSL	0.00266398492432964	-1.11659558506515	0.868180183462405	0.0459593440683068
154	SREK1IP1	0.00268107728867579	-1.10011911573826	NA	NA
155	ERC1	0.00271288892215732	1.11415325407005	0.255215101802316	0.317169069986586
156	IDUA	0.00272255301609681	1.10365440455104	0.3653021480617	0.250560549221038
157	CEP112	0.00272776390089128	-1.10742886655183	0.882590918422437	0.0827914433791899
158	CORO2A	0.00274707822144805	1.11010706405204	0.374212615050963	0.260206846599912
159	NR4A2	0.00276966100560279	1.1127567172126	NA	NA
160	THBD	0.00277261501864305	1.11736652763612	0.364716623404043	0.574580219167831
161	SNRPC	0.00278548070281503	-1.10477081472726	0.266033411580095	-0.311987877897891
162	IL18R1	0.00279157082915244	1.0891355391621	NA	NA
163	SLC35B2	0.00281220149051056	-1.10769922736404	0.508121303938622	-0.183617319161032
164	ABCE1	0.00282173490590592	-1.11931243670314	0.628023043449213	-0.134335090557025
165	STEAP4	0.00283916236854635	1.12743493318077	0.283063736830146	0.513290210201499
166	ZNF827	0.00285474157419235	1.08912053903215	0.823947005922144	0.100617495640745
167	TOMM22	0.00287191273898141	-1.10104886174123	0.985015587333975	-0.00532127550521221
168	APOA2	0.00294352721383552	-1.47073159270683	0.368196441731857	0.254670229118094
169	DUS1L	0.00301677365683043	-1.11003305126978	0.0995614023572183	-0.480744591555938
170	HSPA8	0.00303236848958415	-1.15386526805476	0.557188024165342	-0.163679282408352
171	MAIP1	0.00306728961185597	-1.09199929757984	0.24969294178767	-0.322476632551446
172	DDT	0.00307565659338327	-1.06720356856403	0.978704618979986	0.00745032361868758
173	DLG5	0.0031172246766872	1.07217864968694	0.909406105599108	-0.0395931955470062
174	RASSF2	0.00316562403893965	1.11353058895264	0.692472905128958	0.111346914406517
175	PIK3CB	0.00317363833307589	1.07575281204634	0.736209899544253	0.0940181746674251
176	S100A7A	0.00320161151395102	1.0843989087984	0.267134429636937	0.529240379393632
177	COA5	0.00322073800311351	-1.16033449067309	0.443688773231797	0.222232685409918
178	PCDHB12	0.00326452486854227	-1.09855012213067	NA	NA
179	PLB1	0.00330417014071789	1.10082916868321	NA	NA
180	FAM173B	0.00330558046486489	-1.08848939668313	NA	NA
181	AKAP11	0.00332291101534297	1.08252295376364	0.413716539351201	0.253279437774855
182	TGFA	0.00332405307174965	1.07399825426007	NA	NA
183	FAM171B	0.00333059718808141	-1.0828075496465	NA	NA
184	WNK1	0.00333463154542023	1.05714721045148	0.501651442102089	0.196434450135566
185	C1ORF49	0.0033459731757555	1.15650131499697	NA	NA
186	ATR	0.00339765067768619	1.0617388146112	0.202084409296572	-0.363808216219678
187	DCTN3	0.00341211213414117	-1.0617135149616	0.441135837889963	0.213637954452784
188	CSF1R	0.00341895846198148	1.13881253858863	0.0936144991076969	0.706439753540762
189	BICDL1	0.00342127816023074	1.08367602991609	NA	NA
190	TP53	0.00343869414479286	1.07597808959581	0.163927956862197	0.405510201808405
191	TNFRSF8	0.00345156002547102	1.10167437795672	NA	NA
192	RCC2	0.00346980718756392	1.09327801762661	0.919668049911856	-0.0282925373151416
193	PEAK1	0.00349855838420036	1.07960638389785	0.548322890999089	0.185268320721515
194	JPT1	0.00356607970882342	-1.07547371622445	NA	NA
195	CASZ1	0.0035666678078058	1.05699633594749	0.327442035920862	0.312281988577894
196	SUMO2	0.0035782957477888	-1.06248403165713	0.146127716327045	-0.405316609515805
197	ATXN10	0.00358610457733994	-1.09251729740149	0.523264878095649	-0.17720418152835
198	LSM2	0.00360008489564368	-1.05649500969971	0.397402446636724	-0.23686589960685
199	RDX	0.00362859998813895	-1.08417185511328	0.397045255032498	0.234539277673395
200	GAL3ST4	0.00363896135501967	1.14471697059653	0.387457087281783	0.37485792865813
201	SIRPA	0.00367537449239859	1.08661709627885	0.048196936755524	0.561325222830939
202	NOCT	0.00368154807266947	-1.06353257154277	NA	NA
203	COTL1	0.00369199275561839	1.10666688191915	0.33333196108956	0.270866638909427
204	AGPAT3	0.00369730831352322	1.07881332652678	0.963305415140578	-0.0129597474662114
205	DGKE	0.0037012052766554	-1.10085112031835	0.608087010427906	-0.350152943353257
206	SPATC1	0.00372245711173707	1.10815568479648	NA	NA
207	MSL3	0.00373185023993322	-1.07765681614915	0.576528731947111	-0.265394782722757
208	GRB7	0.00373345346265997	1.08955010573316	0.1210289252586	0.438435708871274
209	NDUFAF3	0.0037343121720369	-1.05613136923376	0.10156517282533	-0.472578857817723
210	DIAPH1	0.00376996990856332	1.06842859705782	0.108011433270291	0.459925568224536
211	HIST1H4A	0.0037954624523249	-1.04815952963092	NA	NA
212	DCST1	0.00380691366000371	1.06802660952398	NA	NA
213	ALDH1A2	0.00381247211365625	1.0389998202143	0.191992134030696	-0.364801394916293
214	KANSL1	0.00383029729648073	1.04551573689045	NA	NA
215	EIF2B4	0.00383257488636931	-1.06154579988239	0.00657610401504134	-0.762811965725216
216	STAB1	0.00383591164942726	1.1298503028025	0.148777610173579	0.405837465805968
217	FMNL1	0.00384157917969979	1.10139584225608	0.104043386154113	0.46011250325234
218	MRPL38	0.00386062515891825	-1.07468788142026	0.231561053871714	-0.332981221874327
219	PBK	0.00388510716034159	-1.06254987855	0.190208168514852	-0.388973892889395
220	MFAP4	0.00389125961284264	1.10987298828234	0.618804321723428	0.144684627853347
221	HIVEP1	0.00389913701177314	1.06787547171207	0.941210693512429	-0.0351527661659067
222	APBB1IP	0.00390233842990142	1.12063405089851	0.18220866959353	0.378184962632551
223	SPRED3	0.00390794013718201	1.11161903496099	NA	NA
224	NEMF	0.00391080533616459	1.09870874773078	0.133931379967313	0.429083724407023
225	GAS1	0.00393465571426116	1.06781256122123	0.220008586845292	0.589325029766168
226	IL27RA	0.00395017330992233	1.1012764928071	NA	NA
227	PIH1D1	0.00395880749003969	-1.06820548270451	0.964416066247494	-0.0124839921600939
228	SBNO2	0.0039854152726891	1.08352660836939	0.37294613301999	0.262767353366959
229	DDX56	0.00402101776935457	-1.08715318305149	0.293729622989494	-0.293911420240494
230	N4BP1	0.00402483307186244	1.0855717077508	0.246195463367791	0.33498235129199
231	BTRC	0.00407487501825665	1.03275644853643	0.213020586893466	-0.52488166586371
232	PIP5K1C	0.00407731649351718	1.05421218887516	0.678160251807351	0.130090047756474
233	JPH1	0.00414090561424716	1.07420375898964	NA	NA
234	R3HCC1	0.00420672225022237	-1.05707271178889	0.790321973992049	-0.100447660175265
235	LILRA2	0.00421670907622315	1.04736196857097	NA	NA
236	CMKLR1	0.00422559922492071	1.10589012499026	NA	NA
237	CCDC9B	0.00423408007768375	1.03822129237495	0.609240770621158	0.180510259655088
238	FNTA	0.00428050037857499	-1.05540424896507	0.251721457426945	-0.317873565643192
239	MRPS7	0.00429791921646787	-1.03267036417766	0.708780391977403	0.10322429150148
240	PABPC1	0.00429831782778136	1.04483426884921	0.0933135425457719	-0.470103549786746
241	AKAP2	0.00432591548931129	1.06727276921071	NA	NA
242	GABRB1	0.00433559809157182	-1.11942108469545	NA	NA
243	RPS13	0.00436213692186106	-1.09182088706493	0.817486377860118	-0.0639973184401312
244	GAB3	0.00437771983947303	1.10372794725396	NA	NA
245	DNM1	0.00438821849177109	1.04827241003877	0.667384376991972	0.1196784724354
246	NOL11	0.004419688140322	-1.06660777777987	0.639301735498663	0.131991325480124
247	ARID5B	0.00444696929074762	1.01798485260752	0.14227659101122	-0.544099867040724
248	PTRH2	0.00456111608156834	-1.04151124161622	0.392807296819535	-0.237547783953718
249	EHBP1	0.00456327077549413	1.0156881851888	0.646800771986274	0.127034686908606
250	POLR1H	0.00456453162658561	-1.02806194945312	NA	NA
251	SURF1	0.00456910856193353	-1.0233601621937	0.41749054625153	0.257889820682477
252	NUP85	0.00457349974313312	-1.0409394699369	0.0447298794778153	-0.565419489323027
253	MEF2C	0.0046476579552976	1.10233726449187	0.636007334388863	-0.154274945895061
254	KLHL14	0.00466768659249515	1.01196086837634	0.28861253852838	0.304619733963198
255	RARA	0.00474295704829383	1.06832679711691	NA	NA
256	DDI2	0.00476720206936369	1.02704155860968	0.837691408200862	0.0569008945705569
257	PPAN	0.00477580907613201	-1.04455249137212	0.555581655189043	-0.164503752667271
258	SRP9	0.00479946042465219	-1.0256085859383	0.286790761762306	0.2948915849032
259	ARHGAP30	0.00480081591043101	1.07503889913079	0.900868751791329	0.0468954347880483
260	CA5B	0.00484827249047094	-1.03632183451091	0.836838480899889	0.0930003472517734
261	ETV6	0.00484962121736282	1.07680741948326	0.823934379595066	-0.0653504887611984
262	FOXJ2	0.00486604943385449	1.03083009638298	0.726400533448983	-0.149873937411412
263	IFT43	0.00489039482603528	-1.00615689547402	0.578839839619322	-0.248753936415815
264	ACOT7	0.00493806048742202	-1.05946364624589	0.836420210293754	0.0575621666541792
265	RBMS1	0.00494960325763435	1.02690947174253	0.071591231649258	0.503656926690412
266	MEF2A	0.00495882625578132	1.05642181216189	0.530739789328719	-0.209406338612718
267	PTPN12	0.00500055801462783	1.01723683063994	0.929170053582247	0.024687273704061
268	ACAT2	0.00501503797707854	-1.03643127293597	0.098467812576861	-0.46215345522106
269	TMEM117	0.00503384646076276	-1.04690035007523	NA	NA
270	SCNM1	0.00506607704949274	-1.03514376211055	NA	NA
271	SLC25A45	0.00512478176269751	-1.08452097240708	NA	NA
272	ERH	0.00516055488463913	-1.0249278443553	0.731615124311016	0.0983483797074486
273	SNED1	0.00518825404890695	1.00852373673855	0.536227718738041	0.423658049173886
274	GPS1	0.00520504563934362	-1.02498568685726	0.980547762340695	-0.0068318869098394
275	RIC3	0.00521303877587678	1.0252903193451	NA	NA
276	RIOK2	0.00521554655911156	-1.02824436771461	0.115056833249538	0.523302755442429
277	ANO6	0.00522129583514786	1.00645594329845	0.0582264210372514	0.53562949719
278	ZNF554	0.00525407475168771	1.05011073345367	NA	NA
279	MDP1	0.00528677494131086	-1.05822249582926	NA	NA
280	H3-3A	0.00529263213566561	-1.01535516222792	NA	NA
281	METTL1	0.00531671803598875	-1.01416598106695	0.300161261875509	0.292886666089988
282	EVC	0.00534885426881845	1.02582829336249	NA	NA
283	TIMM8B	0.00537032783973931	-1.00570511782407	0.349846936012978	0.268525172727061
284	ZNF146	0.00541011334411254	1.02111217408202	0.114733325855767	0.542903440099166
285	ADARB1	0.00541107667032826	1.01136940297068	0.00133810810254616	1.0490849447652
286	TOMM6	0.00544622039655648	-1.02447600449475	NA	NA
287	FIS1	0.00544782844874957	-1.04373284496451	0.285226260522808	-0.298436044887269
288	ANAPC11	0.00545553121430134	-1.00321190086091	NA	NA
289	TRIM62	0.00547001896273101	1.04804986102051	0.309275647348148	-0.811718881800633
290	PEAK3	0.00549079992982014	1.07485935187709	NA	NA
291	HECW1	0.00549320990842615	0.993595523788294	NA	NA
292	GNA15	0.00554021968828505	1.07173400275287	NA	NA
293	BACH2	0.00554573735127492	1.00215619682985	NA	NA
294	PARN	0.00556856119201152	1.023423480201	0.684878180681234	0.112712079726758
295	SELENOH	0.00560745605826748	-1.01271065169953	0.0512176777168586	-0.556288470074838
296	DPY30	0.00562874645856232	-1.03020289392548	0.780311491932148	-0.0782585924842305
297	SNRPE	0.00564217139158381	-1.01339306875484	0.332589676549628	-0.27334034687007
298	C3AR1	0.00565676381238174	1.07153494640223	NA	NA
299	PPIP5K1	0.00567268253614183	1.01446368240039	NA	NA
300	SSH1	0.00567566162087893	1.01261750663186	0.705257451093352	0.165501526890318
301	LAMTOR5	0.00570555650166098	-1.00035537889446	0.979800698549742	0.00719946190673245
302	MRPL27	0.00573440591056533	-1.01931736686462	0.292201374360321	-0.305393334171181
303	MYL6	0.00576012606254175	-1.02291229178038	0.816459163283941	-0.0668636502480538
304	WDR55	0.00578995752348983	1.02587662050226	0.908498453807589	0.0318971670136449
305	KATNAL1	0.00581879675190573	1.01208695388694	0.0774768100213476	0.606907028566087
306	SLC1A6	0.00586945771804527	1.08409473908035	NA	NA
307	TLDC1	0.00588622885631424	1.00659664749186	0.163286398253649	0.394891752645524
308	ERBB2	0.00590182454879913	1.00251916104666	0.650829407791726	0.125833302404516
309	CNNM2	0.00592215567206722	0.981106013292238	0.00835435005283954	0.835768465080958
310	MRPS23	0.00596602651535018	-1.02074168343599	0.00853484322719665	0.740074718517389
311	C16orf87	0.00602906560491988	-1.00262419444741	NA	NA
312	BCL2L11	0.00607318478470208	1.03426235028078	0.788426016600073	-0.184321023334321
313	ATP9A	0.00608767940315221	0.988565116979332	0.467255561900822	0.203428024493876
314	PCYT2	0.00617984837920544	-0.981015430343248	0.37814043454954	-0.243744589114355
315	FAM19A2	0.00620257078493078	0.997069978207776	NA	NA
316	QTRT2	0.00628380197537122	0.994237967675957	0.59840576261964	0.14569954498645
317	PPOX	0.00631248063800987	-1.0442739840689	0.185368169898682	-0.369431406639591
318	GRHL3	0.00634668888205018	1.02272881688054	NA	NA
319	SIGLEC9	0.00634778015789326	1.0633225064792	NA	NA
320	CCL16	0.0064097544160762	1.5056463348721	NA	NA
321	COX7A2	0.00648912162615352	-0.993519934198479	0.026272331470329	-0.631782347793409
322	TJP3	0.00652791702050769	1.01455317492538	NA	NA
323	PRPSAP1	0.00658511725538746	-0.997801103776151	0.223530049561895	-0.350669133563116
324	BCDIN3D	0.00661941313730462	-1.01562764639767	NA	NA
325	CHAD	0.00661941510978998	1.0049391182933	NA	NA
326	ADAR	0.00669170823698631	0.995996672496693	0.0066382295857827	-0.777973548972778
327	HRH4	0.00670077200664921	-1.04511716539371	NA	NA
328	KAT6B	0.00671533147888428	0.980199483873611	0.75641222312459	-0.0956535546179372
329	CD84	0.00672058859134501	1.04752664431404	0.360298697683135	0.293393713417623
330	MMAB	0.00672110663769276	-0.979531280636665	0.415007892885753	-0.231691316903117
331	VIPR1	0.00672190511739865	0.971466977460849	NA	NA
332	DIMT1	0.00674353096384608	-0.978021541537357	0.911831207605588	0.0313427430658789
333	TBL2	0.00677510047685899	-0.994648364561791	0.60286733390879	-0.145815130568801
334	ABLIM2	0.00683692669223582	0.968590664282684	NA	NA
335	SCN1B	0.00684763660637869	1.00036577145299	NA	NA
336	DNAJC13	0.00688358192875387	0.988110903717128	0.201172771332867	0.364223810713035
337	FARP2	0.0068907385532337	0.972857302174839	0.993884736727402	0.00220582970049388
338	SVIL	0.00691947787735103	0.980186923894948	0.221046583059166	0.342264983566147
339	C18ORF1	0.00694986831329788	1.03412173143854	NA	NA
340	PEX19	0.00701773934349312	-1.0336504402606	0.00988411959832824	-0.744367706465193
341	PLEKHH3	0.0070564790051026	0.975850244531693	NA	NA
342	EXTL3	0.00710584880937737	-1.00680413234037	NA	NA
343	ANPEP	0.00711022781198956	1.02320253761615	0.00838120463495613	0.740288856791281
344	PTPN2	0.00711975833090902	-0.996371779035499	0.233363555735555	-0.344860431681172
345	PALM2AKAP2	0.0071419495736104	0.985233774646125	0.34195568521188	0.287857425702634
346	FKTN	0.00721043314496037	0.99173115138423	NA	NA
347	NLRP4	0.00723771719519976	0.969334419950927	NA	NA
348	GOLGA6A	0.00732466973576215	0.992568249052541	NA	NA
349	CCDC18	0.00737682275884782	1.02512554305119	0.660992107090353	0.161002147255945
350	TAOK1	0.00740717372298942	0.972961405003327	0.762456116285944	0.0834931459196107
351	GON7	0.00742481074015397	-0.984979778928066	0.915830349559811	-0.0295089324220925
352	IRAK1BP1	0.00744135209777033	-1.04419514538676	NA	NA
353	TDRD1	0.00746007067660726	-1.01555773428196	NA	NA
354	HELZ2	0.0074610546210405	1.00265279063877	0.499783519498695	0.188072945721712
355	DYDC2	0.00746141140724166	-0.964886972689872	NA	NA
356	RELN	0.00746674889639315	0.993809912239787	NA	NA
357	PFDN6	0.00748507966785267	-0.982301066223174	0.192333670657491	-0.364535986539947
358	THOC6	0.00749234751329955	-0.982052288216279	0.148353664154564	-0.403781500643966
359	ABCB8	0.00751655444774361	-0.990923980948147	0.347162230593689	-0.278526435215714
360	BNC1	0.00751764595855925	0.973686702333261	NA	NA
